customer_id,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,city,city_tier
CUST00779,159,3,5257.25,4,4,4,12,Champions,Ahmedabad,Tier 1
CUST00780,60,1,1636.72,5,1,2,8,New Customers,Pune,Tier 1
CUST00781,455,1,2712.75,2,1,3,6,Hibernating,Pune,Tier 1
CUST00782,573,2,2876.85,1,3,3,7,Hibernating,Chennai,Tier 1
CUST00783,16,1,135.01,5,1,1,7,New Customers,Delhi,Tier 1
CUST00784,699,1,3175.3,1,1,3,5,Hibernating,Bengaluru,Tier 1
CUST00785,81,3,5625.04,4,4,4,12,Champions,Delhi,Tier 1
CUST00786,331,2,4714.76,3,3,4,10,Potential Loyalists,Visakhapatnam,Tier 2
CUST00787,327,2,2342.23,3,3,2,8,Potential Loyalists,Kolkata,Tier 1
CUST00788,383,1,3267.02,2,1,3,6,Hibernating,Hyderabad,Tier 1
CUST00789,560,5,7155.05,1,5,5,11,At Risk (High Value),Hyderabad,Tier 1
CUST00790,20,3,6301.74,5,4,4,13,Champions,Kanpur,Tier 2
CUST00791,502,2,6143.15,1,3,4,8,Hibernating,Delhi,Tier 1
CUST00792,203,4,6453.01,3,5,4,12,Potential Loyalists,Kolkata,Tier 1
CUST00793,201,1,291.03,3,1,1,5,Need Attention,Chennai,Tier 1
CUST00795,346,2,2782.54,2,3,3,8,Hibernating,Mumbai,Tier 1
CUST00796,607,2,6348.11,1,3,4,8,Hibernating,Indore,Tier 2
CUST00797,123,2,1762.43,4,3,2,9,Loyal Customers,Vadodara,Tier 2
CUST00798,258,2,3901.9,3,3,3,9,Potential Loyalists,Kolkata,Tier 1
CUST00800,14,2,819.16,5,3,1,9,Loyal Customers,Patna,Tier 2
CUST00801,444,2,4153.75,2,3,3,8,Hibernating,Pune,Tier 1
CUST00802,443,2,4890.65,2,3,4,9,Hibernating,Delhi,Tier 1
CUST00803,249,1,778.95,3,1,1,5,Need Attention,Kolkata,Tier 1
CUST00804,147,2,3370.23,4,3,3,10,Loyal Customers,Kolkata,Tier 1
CUST00805,178,4,8303.09,4,5,5,14,Champions,Hyderabad,Tier 1
CUST00806,56,6,10809.25,5,5,5,15,Champions,Ahmedabad,Tier 1
CUST00807,253,4,7727.47,3,5,5,13,Potential Loyalists,Vadodara,Tier 2
CUST00808,249,3,2980.0699999999997,3,4,3,10,Potential Loyalists,Patna,Tier 2
CUST00809,330,1,2769.72,3,1,3,7,Need Attention,Hyderabad,Tier 1
CUST00810,35,3,12413.439999999999,5,4,5,14,Champions,Mumbai,Tier 1
CUST00811,23,1,3365.5,5,1,3,9,New Customers,Amritsar,Tier 3
CUST00812,225,3,4762.6,3,4,4,11,Potential Loyalists,Nagpur,Tier 2
CUST00813,344,1,1310.62,2,1,2,5,Lost,Mumbai,Tier 1
CUST00814,399,2,7346.41,2,3,5,10,Hibernating,Patna,Tier 2
CUST00815,396,1,704.24,2,1,1,4,Lost,Indore,Tier 2
CUST00817,404,1,1060.65,2,1,1,4,Lost,Kolkata,Tier 1
CUST00818,187,1,4528.29,4,1,4,9,New Customers,Hyderabad,Tier 1
CUST00819,151,3,3770.06,4,4,3,11,Loyal Customers,Mumbai,Tier 1
CUST00820,629,2,2705.69,1,3,3,7,Hibernating,Bengaluru,Tier 1
CUST00821,549,3,12268.119999999999,1,4,5,10,At Risk (High Value),Lucknow,Tier 2
CUST00822,42,1,595.44,5,1,1,7,New Customers,Mumbai,Tier 1
CUST00824,661,1,5017.96,1,1,4,6,Hibernating,Hyderabad,Tier 1
CUST00825,593,1,3189.25,1,1,3,5,Hibernating,Chennai,Tier 1
CUST00826,237,3,6845.550000000001,3,4,5,12,Potential Loyalists,Patna,Tier 2
CUST00828,551,2,5970.73,1,3,4,8,Hibernating,Bengaluru,Tier 1
CUST00829,590,1,349.39,1,1,1,3,Lost,Ahmedabad,Tier 1
CUST00830,515,1,1979.76,1,1,2,4,Lost,Hyderabad,Tier 1
CUST00831,448,2,4618.46,2,3,4,9,Hibernating,Delhi,Tier 1
CUST00832,626,3,7147.8099999999995,1,4,5,10,At Risk (High Value),Hyderabad,Tier 1
CUST00834,593,1,1987.93,1,1,2,4,Lost,Delhi,Tier 1
CUST00835,148,1,2319.3,4,1,2,7,New Customers,Chennai,Tier 1
CUST00836,204,1,296.47,3,1,1,5,Need Attention,Hyderabad,Tier 1
CUST00837,620,1,1230.13,1,1,1,3,Lost,Visakhapatnam,Tier 2
CUST00838,23,1,867.98,5,1,1,7,New Customers,Bengaluru,Tier 1
CUST00839,643,2,2450.08,1,3,2,6,Hibernating,Kolkata,Tier 1
CUST00840,349,2,1490.56,2,3,2,7,Hibernating,Kolkata,Tier 1
CUST00841,369,2,5037.54,2,3,4,9,Hibernating,Mumbai,Tier 1
CUST00843,10,2,1370.15,5,3,2,10,Loyal Customers,Delhi,Tier 1
CUST00844,454,3,2631.54,2,4,3,9,Hibernating,Guwahati,Tier 3
CUST00845,32,3,7494.0,5,4,5,14,Champions,Delhi,Tier 1
CUST00846,341,1,3382.27,2,1,3,6,Hibernating,Hyderabad,Tier 1
CUST00847,163,1,1146.1,4,1,1,6,New Customers,Mumbai,Tier 1
CUST00848,641,1,760.78,1,1,1,3,Lost,Dehradun,Tier 3
CUST00849,52,2,4105.82,5,3,3,11,Loyal Customers,Chennai,Tier 1
CUST00850,52,4,8415.24,5,5,5,15,Champions,Kolkata,Tier 1
CUST00851,145,3,7036.08,4,4,5,13,Champions,Mumbai,Tier 1
CUST00853,206,2,5614.29,3,3,4,10,Potential Loyalists,Delhi,Tier 1
CUST00855,170,2,1389.8899999999999,4,3,2,9,Loyal Customers,Delhi,Tier 1
CUST00856,586,1,1052.03,1,1,1,3,Lost,Delhi,Tier 1
CUST00858,160,1,3257.22,4,1,3,8,New Customers,Chennai,Tier 1
CUST00859,258,2,3062.52,3,3,3,9,Potential Loyalists,Kolkata,Tier 1
CUST00860,29,1,1797.64,5,1,2,8,New Customers,Mumbai,Tier 1
CUST00861,517,1,720.62,1,1,1,3,Lost,Jaipur,Tier 2
CUST00862,408,2,5426.77,2,3,4,9,Hibernating,Hyderabad,Tier 1
CUST00863,73,1,2865.17,5,1,3,9,New Customers,Chennai,Tier 1
CUST00865,28,4,5024.75,5,5,4,14,Champions,Hyderabad,Tier 1
CUST00866,310,1,522.59,3,1,1,5,Need Attention,Kolkata,Tier 1
CUST00867,521,1,1874.28,1,1,2,4,Lost,Delhi,Tier 1
CUST00868,435,2,10235.24,2,3,5,10,Hibernating,Delhi,Tier 1
CUST00869,201,1,375.44,3,1,1,5,Need Attention,Indore,Tier 2
CUST00870,518,2,3491.85,1,3,3,7,Hibernating,Kanpur,Tier 2
CUST00872,175,1,425.75,4,1,1,6,New Customers,Bengaluru,Tier 1
CUST00873,177,2,7425.530000000001,4,3,5,12,Loyal Customers,Pune,Tier 1
CUST00874,205,3,5193.53,3,4,4,11,Potential Loyalists,Hyderabad,Tier 1
CUST00875,181,5,16301.56,4,5,5,14,Champions,Mumbai,Tier 1
CUST00876,293,3,5507.63,3,4,4,11,Potential Loyalists,Delhi,Tier 1
CUST00877,193,3,3019.77,4,4,3,11,Loyal Customers,Ahmedabad,Tier 1
CUST00878,152,1,936.55,4,1,1,6,New Customers,Pune,Tier 1
CUST00879,82,2,4396.07,4,3,4,11,Loyal Customers,Mumbai,Tier 1
CUST00880,103,4,9280.35,4,5,5,14,Champions,Delhi,Tier 1
CUST00882,274,1,951.26,3,1,1,5,Need Attention,Pune,Tier 1
CUST00883,329,3,11664.519999999999,3,4,5,12,Potential Loyalists,Mumbai,Tier 1
CUST00884,328,5,11770.98,3,5,5,13,Potential Loyalists,Mumbai,Tier 1
CUST00885,409,2,3875.7,2,3,3,8,Hibernating,Lucknow,Tier 2
CUST00886,602,1,1507.43,1,1,2,4,Lost,Delhi,Tier 1
CUST00887,477,1,2396.32,2,1,2,5,Lost,Pune,Tier 1
CUST00888,278,2,1532.39,3,3,2,8,Potential Loyalists,Delhi,Tier 1
CUST00889,446,5,9113.15,2,5,5,12,At Risk (High Value),Mumbai,Tier 1
CUST00890,463,1,2072.38,2,1,2,5,Lost,Delhi,Tier 1
CUST00891,88,1,594.42,4,1,1,6,New Customers,Ahmedabad,Tier 1
CUST00892,272,5,9613.05,3,5,5,13,Potential Loyalists,Indore,Tier 2
CUST00893,542,2,3772.59,1,3,3,7,Hibernating,Surat,Tier 2
CUST00894,42,3,6508.200000000001,5,4,4,13,Champions,Hyderabad,Tier 1
CUST00895,301,1,3008.93,3,1,3,7,Need Attention,Pune,Tier 1
CUST00896,616,1,766.56,1,1,1,3,Lost,Delhi,Tier 1
CUST00897,88,1,1363.17,4,1,2,7,New Customers,Bengaluru,Tier 1
CUST00899,376,2,6055.22,2,3,4,9,Hibernating,Mumbai,Tier 1
CUST00900,30,4,6168.209999999999,5,5,4,14,Champions,Mumbai,Tier 1
CUST00902,50,5,8090.2,5,5,5,15,Champions,Mumbai,Tier 1
CUST00903,536,3,6227.32,1,4,4,9,At Risk (High Value),Delhi,Tier 1
CUST00904,34,1,274.62,5,1,1,7,New Customers,Kolkata,Tier 1
CUST00906,421,1,2389.42,2,1,2,5,Lost,Coimbatore,Tier 2
CUST00907,232,2,1131.17,3,3,1,7,Potential Loyalists,Surat,Tier 2
CUST00908,381,1,738.54,2,1,1,4,Lost,Bengaluru,Tier 1
CUST00909,117,1,2222.57,4,1,2,7,New Customers,Bengaluru,Tier 1
CUST00910,9,1,694.94,5,1,1,7,New Customers,Hyderabad,Tier 1
CUST00911,481,3,4797.67,2,4,4,10,At Risk (High Value),Kolkata,Tier 1
CUST00912,581,4,5588.7699999999995,1,5,4,10,At Risk (High Value),Bengaluru,Tier 1
CUST00913,443,4,4495.78,2,5,4,11,At Risk (High Value),Kolkata,Tier 1
CUST00915,275,1,1122.67,3,1,1,5,Need Attention,Chennai,Tier 1
CUST00916,531,2,6557.209999999999,1,3,4,8,Hibernating,Hyderabad,Tier 1
CUST00918,651,1,1238.93,1,1,1,3,Lost,Kanpur,Tier 2
CUST00919,56,1,2737.53,5,1,3,9,New Customers,Jaipur,Tier 2
CUST00920,223,3,5218.39,3,4,4,11,Potential Loyalists,Delhi,Tier 1
CUST00921,88,3,5576.24,4,4,4,12,Champions,Indore,Tier 2
CUST00923,287,2,10406.04,3,3,5,11,Potential Loyalists,Coimbatore,Tier 2
CUST00924,672,3,4600.35,1,4,4,9,At Risk (High Value),Lucknow,Tier 2
CUST00925,394,3,3043.92,2,4,3,9,Hibernating,Hyderabad,Tier 1
CUST00926,187,2,3091.01,4,3,3,10,Loyal Customers,Mumbai,Tier 1
CUST00927,395,3,8184.66,2,4,5,11,At Risk (High Value),Bengaluru,Tier 1
CUST00928,546,1,3830.6,1,1,3,5,Hibernating,Chennai,Tier 1
CUST00929,61,1,318.55,5,1,1,7,New Customers,Kolkata,Tier 1
CUST00930,343,3,4874.93,2,4,4,10,At Risk (High Value),Bengaluru,Tier 1
CUST00931,316,2,4555.45,3,3,4,10,Potential Loyalists,Delhi,Tier 1
CUST00932,247,4,7620.61,3,5,5,13,Potential Loyalists,Nagpur,Tier 2
CUST00933,225,1,1423.0,3,1,2,6,Need Attention,Jodhpur,Tier 3
CUST00934,123,1,1052.98,4,1,1,6,New Customers,Chennai,Tier 1
CUST00935,316,4,12757.630000000001,3,5,5,13,Potential Loyalists,Delhi,Tier 1
CUST00936,32,3,11887.3,5,4,5,14,Champions,Bengaluru,Tier 1
CUST00937,17,1,1532.6,5,1,2,8,New Customers,Mumbai,Tier 1
CUST00938,222,4,7547.46,3,5,5,13,Potential Loyalists,Visakhapatnam,Tier 2
CUST00939,364,2,2459.2,2,3,2,7,Hibernating,Mumbai,Tier 1
CUST00940,2,1,1712.56,5,1,2,8,New Customers,Kolkata,Tier 1
CUST00941,516,6,13546.68,1,5,5,11,At Risk (High Value),Bengaluru,Tier 1
CUST00942,246,2,2444.77,3,3,2,8,Potential Loyalists,Chennai,Tier 1
CUST00943,241,3,6590.9800000000005,3,4,4,11,Potential Loyalists,Pune,Tier 1
CUST00945,182,2,6283.68,4,3,4,11,Loyal Customers,Delhi,Tier 1
CUST00946,136,2,1398.5500000000002,4,3,2,9,Loyal Customers,Mumbai,Tier 1
CUST00947,199,1,4718.5,4,1,4,9,New Customers,Delhi,Tier 1
CUST00948,89,1,1446.84,4,1,2,7,New Customers,Coimbatore,Tier 2
CUST00950,439,1,2033.67,2,1,2,5,Lost,Kolkata,Tier 1
CUST00952,656,2,3098.9,1,3,3,7,Hibernating,Pune,Tier 1
CUST00953,55,1,4613.82,5,1,4,10,New Customers,Delhi,Tier 1
CUST00954,95,3,5754.32,4,4,4,12,Champions,Visakhapatnam,Tier 2
CUST00955,128,1,1816.62,4,1,2,7,New Customers,Hyderabad,Tier 1
CUST00956,326,1,1633.42,3,1,2,6,Need Attention,Hyderabad,Tier 1
CUST00957,200,2,6299.0599999999995,3,3,4,10,Potential Loyalists,Chennai,Tier 1
CUST00958,276,1,1942.06,3,1,2,6,Need Attention,Mumbai,Tier 1
CUST00959,20,2,5949.2,5,3,4,12,Loyal Customers,Delhi,Tier 1
CUST00960,460,4,10522.88,2,5,5,12,At Risk (High Value),Ahmedabad,Tier 1
CUST00961,224,5,10771.52,3,5,5,13,Potential Loyalists,Mumbai,Tier 1
CUST00962,513,1,871.22,1,1,1,3,Lost,Kolkata,Tier 1
CUST00963,381,4,8683.71,2,5,5,12,At Risk (High Value),Delhi,Tier 1
CUST00965,347,3,6708.39,2,4,4,10,At Risk (High Value),Bengaluru,Tier 1
CUST00966,196,3,3342.76,4,4,3,11,Loyal Customers,Bengaluru,Tier 1
CUST00967,422,2,1662.35,2,3,2,7,Hibernating,Ahmedabad,Tier 1
CUST00968,470,1,7528.29,2,1,5,8,Hibernating,Bengaluru,Tier 1
CUST00969,73,1,251.27,5,1,1,7,New Customers,Kolkata,Tier 1
CUST00970,196,3,6456.990000000001,4,4,4,12,Champions,Chennai,Tier 1
CUST00972,133,2,1777.16,4,3,2,9,Loyal Customers,Vadodara,Tier 2
CUST00973,628,1,2362.96,1,1,2,4,Lost,Ahmedabad,Tier 1
CUST00974,575,3,5325.54,1,4,4,9,At Risk (High Value),Delhi,Tier 1
CUST00976,149,4,8785.94,4,5,5,14,Champions,Bengaluru,Tier 1
CUST00977,351,4,7448.83,2,5,5,12,At Risk (High Value),Kolkata,Tier 1
CUST00978,79,1,1504.84,4,1,2,7,New Customers,Mumbai,Tier 1
CUST00980,21,2,2428.96,5,3,2,10,Loyal Customers,Kolkata,Tier 1
CUST00981,674,2,918.13,1,3,1,5,Hibernating,Bengaluru,Tier 1
CUST00983,305,1,658.77,3,1,1,5,Need Attention,Mumbai,Tier 1
CUST00984,461,1,1291.61,2,1,1,4,Lost,Mumbai,Tier 1
CUST00985,49,1,2751.61,5,1,3,9,New Customers,Ahmedabad,Tier 1
CUST00986,9,3,3869.8500000000004,5,4,3,12,Loyal Customers,Chennai,Tier 1
CUST00987,139,1,214.4,4,1,1,6,New Customers,Pune,Tier 1
CUST00988,38,2,3325.3500000000004,5,3,3,11,Loyal Customers,Hyderabad,Tier 1
CUST00990,13,4,5366.58,5,5,4,14,Champions,Surat,Tier 2
CUST00992,28,6,7354.37,5,5,5,15,Champions,Pune,Tier 1
CUST00993,14,6,12773.17,5,5,5,15,Champions,Bengaluru,Tier 1
CUST00994,591,2,5404.06,1,3,4,8,Hibernating,Kolkata,Tier 1
CUST00995,32,4,6582.879999999999,5,5,4,14,Champions,Bengaluru,Tier 1
CUST00996,64,5,11529.17,5,5,5,15,Champions,Mumbai,Tier 1
CUST00997,461,1,578.35,2,1,1,4,Lost,Visakhapatnam,Tier 2
CUST00998,47,3,3676.94,5,4,3,12,Loyal Customers,Delhi,Tier 1
CUST01000,529,3,2295.57,1,4,2,7,Hibernating,Hyderabad,Tier 1
CUST01002,197,1,1889.4,4,1,2,7,New Customers,Chennai,Tier 1
CUST01003,184,5,8738.4,4,5,5,14,Champions,Indore,Tier 2
CUST01005,84,3,6912.33,4,4,5,13,Champions,Lucknow,Tier 2
CUST01006,108,4,16045.48,4,5,5,14,Champions,Pune,Tier 1
CUST01007,110,3,8755.85,4,4,5,13,Champions,Pune,Tier 1
CUST01008,32,8,14774.45,5,5,5,15,Champions,Nagpur,Tier 2
CUST01011,329,2,2947.9300000000003,3,3,3,9,Potential Loyalists,Delhi,Tier 1
CUST01012,309,1,780.05,3,1,1,5,Need Attention,Amritsar,Tier 3
CUST01013,375,1,407.09,2,1,1,4,Lost,Kanpur,Tier 2
CUST01014,138,2,702.71,4,3,1,8,Loyal Customers,Mumbai,Tier 1
CUST01015,375,4,2384.48,2,5,2,9,Hibernating,Pune,Tier 1
CUST01016,88,2,7004.14,4,3,5,12,Loyal Customers,Patna,Tier 2
CUST01017,478,2,6028.18,2,3,4,9,Hibernating,Delhi,Tier 1
CUST01018,325,2,3815.69,3,3,3,9,Potential Loyalists,Kolkata,Tier 1
CUST01019,24,1,1803.97,5,1,2,8,New Customers,Visakhapatnam,Tier 2
CUST01020,177,1,393.78,4,1,1,6,New Customers,Mumbai,Tier 1
CUST01021,251,3,5203.96,3,4,4,11,Potential Loyalists,Pune,Tier 1
CUST01022,94,3,5199.53,4,4,4,12,Champions,Bengaluru,Tier 1
CUST01023,385,3,4936.48,2,4,4,10,At Risk (High Value),Patna,Tier 2
CUST01024,680,1,1959.8,1,1,2,4,Lost,Raipur,Tier 3
CUST01025,150,2,4363.6,4,3,4,11,Loyal Customers,Kanpur,Tier 2
CUST01027,338,1,1610.52,3,1,2,6,Need Attention,Indore,Tier 2
CUST01028,435,2,6290.91,2,3,4,9,Hibernating,Nagpur,Tier 2
CUST01029,258,4,14096.36,3,5,5,13,Potential Loyalists,Bengaluru,Tier 1
CUST01030,462,3,6493.360000000001,2,4,4,10,At Risk (High Value),Surat,Tier 2
CUST01031,412,2,5479.83,2,3,4,9,Hibernating,Mumbai,Tier 1
CUST01032,77,1,2431.07,5,1,2,8,New Customers,Kolkata,Tier 1
CUST01033,104,1,2670.98,4,1,3,8,New Customers,Delhi,Tier 1
CUST01034,547,1,6105.01,1,1,4,6,Hibernating,Mumbai,Tier 1
CUST01035,135,4,8956.46,4,5,5,14,Champions,Mumbai,Tier 1
CUST01036,401,2,3791.86,2,3,3,8,Hibernating,Pune,Tier 1
CUST01037,493,1,641.7,1,1,1,3,Lost,Bengaluru,Tier 1
CUST01039,146,5,16215.11,4,5,5,14,Champions,Mumbai,Tier 1
CUST01040,80,7,7891.91,4,5,5,14,Champions,Bengaluru,Tier 1
CUST01041,97,1,1150.76,4,1,1,6,New Customers,Chennai,Tier 1
CUST01042,323,3,13473.2,3,4,5,12,Potential Loyalists,Lucknow,Tier 2
CUST01043,320,1,2462.65,3,1,2,6,Need Attention,Bengaluru,Tier 1
CUST01044,13,7,13137.38,5,5,5,15,Champions,Kolkata,Tier 1
CUST01045,51,2,2556.2599999999998,5,3,2,10,Loyal Customers,Bhopal,Tier 2
CUST01046,317,2,10323.900000000001,3,3,5,11,Potential Loyalists,Kolkata,Tier 1
CUST01047,361,3,7257.88,2,4,5,11,At Risk (High Value),Delhi,Tier 1
CUST01048,243,1,3486.05,3,1,3,7,Need Attention,Mumbai,Tier 1
CUST01049,303,1,1950.54,3,1,2,6,Need Attention,Indore,Tier 2
CUST01050,591,1,2835.54,1,1,3,5,Hibernating,Mumbai,Tier 1
CUST01051,569,2,2907.0,1,3,3,7,Hibernating,Bhopal,Tier 2
CUST01052,642,3,2714.87,1,4,3,8,Hibernating,Chennai,Tier 1
CUST01053,53,1,1322.4,5,1,2,8,New Customers,Vadodara,Tier 2
CUST01054,470,1,1596.4,2,1,2,5,Lost,Lucknow,Tier 2
CUST01055,292,3,5210.66,3,4,4,11,Potential Loyalists,Dehradun,Tier 3
CUST01056,28,1,435.93,5,1,1,7,New Customers,Bengaluru,Tier 1
CUST01057,129,3,4882.72,4,4,4,12,Champions,Jaipur,Tier 2
CUST01058,419,3,1971.09,2,4,2,8,Hibernating,Hyderabad,Tier 1
CUST01059,72,2,12000.76,5,3,5,13,Loyal Customers,Chennai,Tier 1
CUST01060,31,2,3650.0099999999998,5,3,3,11,Loyal Customers,Kolkata,Tier 1
CUST01061,314,1,1256.68,3,1,1,5,Need Attention,Bhopal,Tier 2
CUST01063,215,2,4658.67,3,3,4,10,Potential Loyalists,Jaipur,Tier 2
CUST01064,335,2,5554.2,3,3,4,10,Potential Loyalists,Hyderabad,Tier 1
CUST01065,471,1,2491.36,2,1,2,5,Lost,Hyderabad,Tier 1
CUST01066,16,3,4298.08,5,4,4,13,Champions,Ahmedabad,Tier 1
CUST01067,57,1,965.79,5,1,1,7,New Customers,Delhi,Tier 1
CUST01068,525,3,4503.2699999999995,1,4,4,9,At Risk (High Value),Mumbai,Tier 1
CUST01069,277,3,8749.16,3,4,5,12,Potential Loyalists,Bengaluru,Tier 1
CUST01070,651,1,2616.17,1,1,3,5,Hibernating,Bengaluru,Tier 1
CUST01071,75,1,1722.45,5,1,2,8,New Customers,Bengaluru,Tier 1
CUST01072,25,1,1764.84,5,1,2,8,New Customers,Delhi,Tier 1
CUST01073,622,2,1876.71,1,3,2,6,Hibernating,Mumbai,Tier 1
CUST01074,408,1,175.99,2,1,1,4,Lost,Mumbai,Tier 1
CUST01075,287,4,3738.41,3,5,3,11,Potential Loyalists,Amritsar,Tier 3
CUST01076,477,1,981.16,2,1,1,4,Lost,Hyderabad,Tier 1
CUST01077,70,4,9997.630000000001,5,5,5,15,Champions,Hyderabad,Tier 1
CUST01078,522,3,10534.369999999999,1,4,5,10,At Risk (High Value),Pune,Tier 1
CUST01079,133,2,3182.49,4,3,3,10,Loyal Customers,Delhi,Tier 1
CUST01080,300,1,1220.52,3,1,1,5,Need Attention,Nashik,Tier 2
CUST01082,596,2,2519.7699999999995,1,3,2,6,Hibernating,Mumbai,Tier 1
CUST01084,103,2,3800.88,4,3,3,10,Loyal Customers,Bhopal,Tier 2
CUST01085,12,3,5994.83,5,4,4,13,Champions,Kanpur,Tier 2
CUST01086,33,1,1297.69,5,1,1,7,New Customers,Chennai,Tier 1
CUST01087,370,2,1074.27,2,3,1,6,Hibernating,Kolkata,Tier 1
CUST01088,597,1,3080.51,1,1,3,5,Hibernating,Delhi,Tier 1
CUST01089,108,1,576.67,4,1,1,6,New Customers,Varanasi,Tier 3
CUST01090,430,2,8478.689999999999,2,3,5,10,Hibernating,Delhi,Tier 1
CUST01091,363,1,2432.74,2,1,2,5,Lost,Kanpur,Tier 2
CUST01092,11,1,1015.46,5,1,1,7,New Customers,Pune,Tier 1
CUST01093,123,4,11866.08,4,5,5,14,Champions,Kolkata,Tier 1
CUST01094,277,7,21082.5,3,5,5,13,Potential Loyalists,Chennai,Tier 1
CUST01095,583,3,3680.7200000000003,1,4,3,8,Hibernating,Delhi,Tier 1
CUST01096,135,1,2061.51,4,1,2,7,New Customers,Delhi,Tier 1
CUST01097,90,3,6779.1900000000005,4,4,5,13,Champions,Delhi,Tier 1
CUST01098,32,1,668.14,5,1,1,7,New Customers,Delhi,Tier 1
CUST01099,549,1,336.06,1,1,1,3,Lost,Jaipur,Tier 2
CUST01100,295,3,3768.56,3,4,3,10,Potential Loyalists,Bengaluru,Tier 1
CUST01101,438,2,2543.8599999999997,2,3,2,7,Hibernating,Mumbai,Tier 1
CUST01102,239,3,4829.65,3,4,4,11,Potential Loyalists,Ranchi,Tier 3
CUST01104,349,1,2771.02,2,1,3,6,Hibernating,Patna,Tier 2
CUST01105,15,4,9643.82,5,5,5,15,Champions,Varanasi,Tier 3
CUST01106,456,3,5271.42,2,4,4,10,At Risk (High Value),Delhi,Tier 1
CUST01107,27,6,22057.4,5,5,5,15,Champions,Hyderabad,Tier 1
CUST01108,39,1,402.39,5,1,1,7,New Customers,Ahmedabad,Tier 1
CUST01109,289,6,11855.92,3,5,5,13,Potential Loyalists,Pune,Tier 1
CUST01113,460,3,7070.34,2,4,5,11,At Risk (High Value),Delhi,Tier 1
CUST01114,29,2,3024.3999999999996,5,3,3,11,Loyal Customers,Chennai,Tier 1
CUST01116,54,6,12877.73,5,5,5,15,Champions,Kolkata,Tier 1
CUST01117,595,1,2039.56,1,1,2,4,Lost,Mumbai,Tier 1
CUST01118,136,2,4869.52,4,3,4,11,Loyal Customers,Bhopal,Tier 2
CUST01119,248,1,1322.97,3,1,2,6,Need Attention,Bengaluru,Tier 1
CUST01120,348,1,1696.16,2,1,2,5,Lost,Mumbai,Tier 1
CUST01121,485,1,815.08,2,1,1,4,Lost,Coimbatore,Tier 2
CUST01122,380,1,3914.81,2,1,3,6,Hibernating,Nashik,Tier 2
CUST01125,487,1,3593.34,2,1,3,6,Hibernating,Pune,Tier 1
CUST01126,153,1,909.9,4,1,1,6,New Customers,Chennai,Tier 1
CUST01127,28,4,2300.69,5,5,2,12,Loyal Customers,Mumbai,Tier 1
CUST01128,175,2,1437.53,4,3,2,9,Loyal Customers,Hyderabad,Tier 1
CUST01129,106,4,10163.21,4,5,5,14,Champions,Hyderabad,Tier 1
CUST01132,231,3,4424.85,3,4,4,11,Potential Loyalists,Chennai,Tier 1
CUST01133,236,2,5194.41,3,3,4,10,Potential Loyalists,Mumbai,Tier 1
CUST01134,652,1,6069.82,1,1,4,6,Hibernating,Delhi,Tier 1
CUST01135,178,1,776.96,4,1,1,6,New Customers,Pune,Tier 1
CUST01138,172,2,1827.93,4,3,2,9,Loyal Customers,Chennai,Tier 1
CUST01139,224,3,9182.67,3,4,5,12,Potential Loyalists,Chennai,Tier 1
CUST01142,378,3,8890.82,2,4,5,11,At Risk (High Value),Bengaluru,Tier 1
CUST01144,158,2,2087.0699999999997,4,3,2,9,Loyal Customers,Kolkata,Tier 1
CUST01145,203,3,1378.18,3,4,2,9,Potential Loyalists,Bengaluru,Tier 1
CUST01146,284,1,164.05,3,1,1,5,Need Attention,Bhopal,Tier 2
CUST01147,351,1,1499.76,2,1,2,5,Lost,Lucknow,Tier 2
CUST01148,147,3,9563.92,4,4,5,13,Champions,Pune,Tier 1
CUST01151,46,2,3218.52,5,3,3,11,Loyal Customers,Pune,Tier 1
CUST01152,609,1,1744.39,1,1,2,4,Lost,Nagpur,Tier 2
CUST01153,282,1,4909.23,3,1,4,8,Need Attention,Pune,Tier 1
CUST01154,115,3,4414.389999999999,4,4,4,12,Champions,Pune,Tier 1
CUST01156,596,3,6787.3,1,4,5,10,At Risk (High Value),Ahmedabad,Tier 1
CUST01157,474,1,2799.26,2,1,3,6,Hibernating,Delhi,Tier 1
CUST01158,2,3,8137.469999999999,5,4,5,14,Champions,Bhopal,Tier 2
CUST01160,393,2,2033.48,2,3,2,7,Hibernating,Mumbai,Tier 1
CUST01162,37,3,9960.97,5,4,5,14,Champions,Mumbai,Tier 1
CUST01164,179,1,3752.18,4,1,3,8,New Customers,Ahmedabad,Tier 1
CUST01165,527,2,2122.37,1,3,2,6,Hibernating,Delhi,Tier 1
CUST01166,25,2,7169.530000000001,5,3,5,13,Loyal Customers,Surat,Tier 2
CUST01167,636,2,6263.71,1,3,4,8,Hibernating,Surat,Tier 2
CUST01168,98,1,1534.87,4,1,2,7,New Customers,Chennai,Tier 1
CUST01169,233,3,3503.34,3,4,3,10,Potential Loyalists,Mumbai,Tier 1
CUST01170,7,6,19321.68,5,5,5,15,Champions,Bengaluru,Tier 1
CUST01171,141,1,2247.25,4,1,2,7,New Customers,Kolkata,Tier 1
CUST01172,318,3,2853.26,3,4,3,10,Potential Loyalists,Jodhpur,Tier 3
CUST01173,31,2,5102.25,5,3,4,12,Loyal Customers,Kolkata,Tier 1
CUST01174,78,4,6249.16,4,5,4,13,Champions,Bengaluru,Tier 1
